title,input,choices,target,target_index,task_description,error
Irishman_34736,"L: 1/8
M: 6/8
K: Emin
BEE BbED## | AFD AFD | BEE BEE | GAEb AFD | BEE BEE | AFD AFD | GFG cBA | cBA GFD :","[1, 2, 5, 3]",14,1,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_1:E→D##, invalid_note_name_in_key_4:B→Eb(key=Emin)"
Irishman_34736,"L: 1/8
M: 6/8
K: Emin
BEE BEE | AFD AE#Db | BEE BEE | GAB | BEE BEE | AFD AFD | GFG cAbA | cBA GFD :","[1, 2, 5, 3]",237,3,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_2:F→E#, invalid_duration_in_measure_4:shortened(0.75→0.5), excessive_leap_≥10th_in_measure_7:B→Ab(10度/16半音)"
Irishman_12514,"L: 1/8
Q: 3/8=123
M: 6/8
K: Dmin
e2 F e2 d | ^cBA d2 c | d2 e f3 | e2 e e2 d | ^cAbA a2 g | f2 e d3 d3 | :","[2, 3, 1, 5]",235,1,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_6:lengthened(0.23→0.35), excessive_leap_≥10th_in_measure_1:e→F(12度/19半音), excessive_leap_≥10th_in_measure_5:B→Ab(13度/20半音)"
Irishman_12514,"L: 1/8
Q: 3/8=123
M: 6/8
K: Dmin
e2 e e2 d | ^cB#A d2 B# | d2 e f3 | e2 e e2 d | ^cBA a2 g | f2 e d3 | :","[3, 2, 5, 4]",36,1,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_2:C→B#, invalid_note_in_measure_1:d→I4"
Irishman_12514,"L: 1/8
Q: 3/8=123
M: 6/8
K: Dmin
e2 e e2 d | ^cBA d2 c | d2 e f3 | e2 e e2 Gb | ^cBA a2 g | f2 e d3 | :","[3, 2, 4, 1]",5,3,Identify inserted errors in the provided ABC score,invalid_note_name_in_key_4:d→Gb(key=Dmin)
Irishman_12514,"L: 1/8
Q: 3/8=123
M: 6/8
K: Dmin
e2 e e2 d | ^cBA d2 c ^F#BA d2 c | d2 e f3 | e2 e e2 d | ^cBA a2 g | f2 G d3 | :","[3, 4, 1, 2]",2346,1,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_4:d→S,, invalid_duration_in_measure_2:lengthened(0.56→0.94), excessive_leap_≥10th_in_measure_2:c→F#(12度/18半音), excessive_leap_≥10th_in_measure_6:e→G(12度/19半音)"
Irishman_12514,"L: 1/8
Q: 3/8=123
M: 6/8
K: Dmin
e2 e e2 d | ^cBA d2 c | d2 e f3 | Eb2 e e2 | ^cBA a2 g | f2 e d3 | :","[3, 4, 5, 1]",1356,1,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_4:shortened(0.38→0.26), invalid_note_in_measure_6:e→T''', invalid_note_name_in_key_4:e2→D#2(key=Dmin), enharmonic_error_in_measure_4:D#2→Eb2"
Irishman_12514,"L: 1/8
Q: 3/8=123
M: 6/8
K: Dmin
e2 e | ^B#BA d#2 c | d2 e f3 | U#2 e e2 d | ^cBA a2 g | f2 e d3 | :","[1, 3, 4, 5]",1257,2,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_1:shortened(0.38→0.13), enharmonic_error_in_measure_2:C→B#, invalid_note_in_measure_4:e2→U#2, invalid_duration_in_measure_7:shortened(0.0→-0.12)"
Irishman_12514,"L: 1/8
Q: 3/8=123
M: 6/8
K: Dmin
e2 e e2 d | ^cBA d2 c | d2 e Ab3 | e2 e e2 F | ^cBA a2 g | f2 e d3 | :","[2, 5, 1, 4]",35,0,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_4:d→F(12度/19半音), excessive_leap_≥10th_in_measure_3:f3→Ab3(10度/16半音)"
Irishman_12514,"L: 1/8
Q: 3/8=123
M: 6/8
K: Dmin
e2 e e2 d | ^cBA F2 c | C#2 e f3 | e2 G | ^cCbbA a2 g | f2 e d3 | :","[1, 3, 2, 5]",12567,3,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_5:Bb→Cbb, invalid_duration_in_measure_4:shortened(0.38→0.01), enharmonic_error_in_measure_3:Db2→C#2, excessive_leap_≥10th_in_measure_2:d2→F2(13度/20半音), excessive_leap_≥10th_in_measure_4:e→G(11度/17半音)"
Irishman_12514,"L: 1/8
Q: 3/8=123
M: 6/8
K: Dmin
e2 e e2 d | ^cCbbA d2 c | d2 e f3 | e2 e e2 d | ^cBG## a2 gb | f#2 D## d3 | :","[3, 2, 4, 1]",257,0,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_2:Bb→Cbb, enharmonic_error_in_measure_5:A→G##, enharmonic_error_in_measure_6:E→D##"
Irishman_12514,"L: 1/8
Q: 3/8=123
M: 6/8
K: Dmin
e2 D## e#2 d | ^cBA d2 c | d2 e f3 | e2 e e2 d | ^cBA Gb2 g | F#2 e d3 | :","[2, 1, 5, 3]",123,3,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_1:E→D##, invalid_note_name_in_key_5:a2→Gb2(key=Dmin), invalid_note_name_in_key_6:f2→F#2(key=Dmin)"
Irishman_19396,"L: 1/8
M: 2/4
K: Emin
: E>F GA | Be B2 | AF DF | EF | E>F GA | Be B2 | AG FD | E2 Cb2 :","[1, 2, 3, 5]",16,1,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_8:E2→Cb2(key=Emin), invalid_duration_in_measure_4:shortened(0.31→0.18)"
Irishman_19396,"L: 1/8
M: 2/4
K: Emin
: E>F GA | Vb5F B2 | AF DF | R##9F D2 R##9F D2 | E>F GA | Be B2 | AG FD | E2 E2 :","[5, 4, 1, 2]",12347,0,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_4:E→R##9, invalid_duration_in_measure_4:lengthened(0.19→0.56), invalid_note_in_measure_2:B→Vb5, invalid_note_in_measure_6:B2→Z5, enharmonic_error_in_measure_2:E#→F"
Irishman_19396,"L: 1/8
M: 2/4
K: Emin
: E>F GA | B#D## B2 | AF DF | Vb5F A#2 | E>F GEb | Be B2 | AG FD | E2 E2 :","[2, 3, 5, 1]",14568,2,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_2:B2→Y#, excessive_leap_≥10th_in_measure_4:D2→A#2(12度/19半音), invalid_note_in_measure_4:E→Vb5, enharmonic_error_in_measure_2:E→D##, excessive_leap_≥10th_in_measure_5:A→Eb(13度/20半音)"
Irishman_19396,"L: 1/8
M: 2/4
K: Emin
: Eb>E# GA | Be B2 | AF DF | EF D2 | E>F GA | Be B2 | AG FD | D##2 F2 :","[2, 5, 1, 3]",148,3,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_8:E2→D##2, enharmonic_error_in_measure_1:F→E#, enharmonic_error_in_measure_8:E#2→F2"
Irishman_19396,"L: 1/8
M: 2/4
K: Emin
: E>F GA | Be B2 | AF DF | S,F D2 | D##>F# GA | Be B2 | AG FD | E2 E2 :","[4, 2, 1, 3]",1378,0,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_5:E→D##, invalid_note_in_measure_8:E2→R##9, invalid_note_in_measure_4:E→S,, invalid_note_in_measure_3:F→U#2"
Irishman_19396,"L: 1/8
M: 2/4
K: Emin
: E>F BA | BA# B2 | AF DF | EF D2 | E>F GA | Be B2 | G##G F#D FD | E2 E2 :","[2, 4, 5, 3]",1457,1,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_1:G→B(12度/18半音), invalid_note_name_in_key_2:e→A#(key=Emin), invalid_duration_in_measure_7:lengthened(0.5→0.62), enharmonic_error_in_measure_7:A→G##"
Irishman_19396,"L: 1/8
M: 2/4
K: Emin
: E>F GA E>F GA | Be B2 | AF DF | EF D2 | E>F GA | Be B2 B2 | AG FD | E2 Db2 :","[2, 4, 3, 1]",1467,1,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_1:lengthened(0.5→0.75), invalid_note_name_in_key_8:E2→Db2(key=Emin), invalid_duration_in_measure_6:lengthened(0.31→0.43), invalid_note_in_measure_1:G→J"
Irishman_19396,"L: 1/8
M: 2/4
K: Emin
: E>F GA | Be B2 | AF DF | EF D2 | E>Db GA | Be B2 | AG FD | E2 E2 :","[2, 1, 3, 4]",6,1,Identify inserted errors in the provided ABC score,invalid_note_name_in_key_5:F→Db(key=Emin)
Irishman_19396,"L: 1/8
M: 7/8
K: Emin
: E>F GA | Be B2 | AF DF | EF D2 | E>F GA | Be B2 | AG FD | E2 E2 :","[1, 2, 5, 3]",0,0,Identify inserted errors in the provided ABC score,invalid_meter:2/4→7/8
Irishman_19396,"L: 1/8
M: 2/4
K: Emin
: E>F GA | Be B2 | T'''F DF | EF D2 | E>F GA | Be B2 | AG FD | E2 E2 :","[4, 3, 1, 5]",7,2,Identify inserted errors in the provided ABC score,invalid_note_in_measure_3:A→T'''
